========================================================================================================================
ПАРАМЕТРЫ СВЯЗИ И МАГНОНОВ ДЛЯ КАЖДОГО ЗНАЧЕНИЯ МАГНИТНОГО ПОЛЯ
========================================================================================================================

    Поле (Э)    ω_m (ГГц)     ω_m_эксп      J (ГГц)      Γ (ГГц)      α (ГГц)      γ (ГГц)
     2872.00     3.441398     3.436060     0.147034     0.098241     0.623210     0.493780
     2872.50     3.442798     3.436851     0.146918     0.097765     0.618438     0.489004
     2873.00     3.444198     3.438303     0.146580     0.097372     0.614512     0.485078
     2873.50     3.445598     3.439968     0.146189     0.096944     0.610175     0.480826
     2874.00     3.446998     3.440860     0.146034     0.096475     0.605544     0.476188
     2874.50     3.448398     3.442332     0.145705     0.096128     0.602219     0.472770
     2875.00     3.449798     3.443091     0.145581     0.095595     0.596906     0.467535
     2875.50     3.451198     3.444672     0.145233     0.095197     0.593029     0.463657
     2876.00     3.452598     3.445542     0.145083     0.094718     0.588359     0.458995
     2876.50     3.453998     3.447017     0.144735     0.094298     0.584275     0.454941
     2877.00     3.455398     3.448648     0.144354     0.093906     0.580514     0.451164
     2877.50     3.456798     3.449419     0.144251     0.093409     0.575742     0.446404
     2878.00     3.458198     3.451036     0.143879     0.093015     0.571996     0.442646
     2878.50     3.459598     3.451755     0.143771     0.092525     0.567348     0.437996
     2879.00     3.460998     3.453411     0.143396     0.092122     0.563541     0.434183
     2879.50     3.462398     3.454091     0.143264     0.091587     0.558431     0.429155
     2880.00     3.463798     3.455717     0.142879     0.091188     0.554706     0.425428
     2880.50     3.465198     3.456659     0.142749     0.090753     0.550745     0.421380
     2881.00     3.466598     3.458267     0.142392     0.090341     0.546932     0.417563
     2881.50     3.467998     3.459735     0.142064     0.089921     0.543069     0.413689
     2882.00     3.469398     3.460611     0.141912     0.089455     0.538816     0.409408
     2882.50     3.470798     3.462256     0.141556     0.089037     0.535008     0.405594
     2883.00     3.472198     3.463048     0.141422     0.088549     0.530583     0.401153
     2883.50     3.473598     3.464739     0.140998     0.088152     0.527005     0.397564
     2884.00     3.474998     3.465450     0.140961     0.087704     0.523114     0.393535
     2884.50     3.476398     3.467006     0.140599     0.087299     0.519528     0.389915
     2885.00     3.477798     3.468680     0.140230     0.086937     0.516404     0.386680
     2885.50     3.479198     3.469400     0.140111     0.086435     0.511970     0.382235
     2886.00     3.480598     3.471151     0.139677     0.086044     0.508553     0.378783
     2886.50     3.481998     3.471854     0.139591     0.085543     0.504173     0.374383
     2887.00     3.483398     3.473310     0.139242     0.085148     0.500797     0.370930
     2887.50     3.484798     3.474114     0.139157     0.084705     0.497092     0.367088
     2888.00     3.486198     3.475683     0.138791     0.084300     0.493652     0.363586
     2888.50     3.487598     3.476494     0.138670     0.083872     0.490123     0.359900
     2889.00     3.488998     3.478056     0.138373     0.083513     0.487250     0.356829
     2889.50     3.490398     3.479441     0.137943     0.083098     0.483729     0.353286
     2890.00     3.491798     3.480145     0.137955     0.082705     0.480701     0.349954
     2890.50     3.493198     3.481817     0.137551     0.082293     0.477281     0.346476
     2891.00     3.494598     3.482534     0.137432     0.081790     0.473096     0.342254
     2891.50     3.495998     3.484094     0.137018     0.081353     0.469456     0.338607
     2892.00     3.497398     3.484844     0.136894     0.080883     0.465653     0.334709
     2892.50     3.498798     3.486363     0.136495     0.080452     0.462129     0.331149
     2893.00     3.500198     3.487257     0.136324     0.079969     0.458212     0.327182
     2893.50     3.501598     3.488876     0.135939     0.079519     0.454560     0.323514
     2894.00     3.502998     3.490417     0.135563     0.079077     0.451006     0.319923
     2894.50     3.504398     3.491379     0.135349     0.078575     0.446971     0.315878
     2895.00     3.505798     3.492763     0.135002     0.078105     0.443199     0.312105
     2895.50     3.507198     3.493471     0.134861     0.077585     0.439060     0.307963
     2896.00     3.508598     3.495096     0.134442     0.077125     0.435430     0.304323
     2896.50     3.509998     3.495767     0.134310     0.076600     0.431306     0.300194
     2897.00     3.511398     3.497386     0.133900     0.076080     0.427141     0.296136
     2897.50     3.512798     3.498275     0.133723     0.075551     0.423031     0.292028
     2898.00     3.514198     3.499766     0.133309     0.075033     0.418941     0.288042
     2898.50     3.515598     3.501588     0.132797     0.074383     0.413526     0.283068
     2899.00     3.516998     3.503926     0.132057     0.073000     0.400925     0.272640
     2899.50     3.518398     3.506077     0.131467     0.072307     0.395196     0.267488
     2900.00     3.519798     3.506840     0.131311     0.071751     0.391025     0.263391
     2900.50     3.521198     3.508578     0.130913     0.071220     0.387047     0.259511
     2901.00     3.522598     3.509412     0.130795     0.070689     0.383192     0.255653
     2901.50     3.523998     3.511132     0.130347     0.070219     0.379827     0.252266
     2902.00     3.525398     3.511882     0.130188     0.069691     0.376060     0.248483
     2902.50     3.526798     3.513442     0.129807     0.069207     0.372621     0.245044
     2903.00     3.528198     3.515010     0.129451     0.068709     0.369142     0.241533
     2903.50     3.529598     3.515791     0.129337     0.068216     0.365797     0.238078
     2904.00     3.530998     3.517383     0.128969     0.067760     0.362739     0.234903
     2904.50     3.532398     3.518196     0.128794     0.067225     0.359069     0.231213
     2905.00     3.533798     3.519807     0.128397     0.066752     0.355893     0.227968
     2905.50     3.535198     3.520575     0.128278     0.066260     0.352673     0.224620
     2906.00     3.536598     3.522050     0.127916     0.065766     0.349394     0.221282
     2906.50     3.537998     3.522786     0.127756     0.065227     0.345811     0.217672
     2907.00     3.539398     3.524592     0.127322     0.064736     0.342572     0.214407
     2907.50     3.540798     3.526195     0.126939     0.064224     0.339214     0.211031
     2908.00     3.542198     3.527023     0.126836     0.063713     0.336006     0.207685
     2908.50     3.543598     3.528564     0.126484     0.063230     0.332972     0.204550
     2909.00     3.544998     3.529654     0.126237     0.062710     0.329662     0.201194
     2909.50     3.546398     3.531069     0.125902     0.062202     0.326495     0.197950
     2910.00     3.547798     3.531865     0.125764     0.061690     0.323381     0.194704
     2910.50     3.549198     3.533483     0.125367     0.061172     0.320155     0.191446
     2911.00     3.550598     3.534350     0.125239     0.060674     0.317239     0.188345
     2911.50     3.551998     3.535821     0.124859     0.060146     0.314005     0.185082
     2912.00     3.553398     3.537587     0.124420     0.059637     0.310968     0.181959
     2912.50     3.554798     3.538225     0.124279     0.059085     0.307652     0.178609
     2913.00     3.556198     3.539869     0.123912     0.058602     0.304939     0.175702
     2913.50     3.557598     3.540622     0.123841     0.058112     0.302268     0.172776
     2914.00     3.558998     3.542141     0.123601     0.057675     0.300064     0.170187
     2914.50     3.560398     3.542965     0.123453     0.057142     0.297043     0.167055
     2915.00     3.561798     3.544580     0.123018     0.056589     0.293826     0.163838
     2915.50     3.563198     3.545435     0.122796     0.056021     0.290560     0.160567
     2916.00     3.564598     3.546848     0.122396     0.055469     0.287442     0.157418
     2916.50     3.565998     3.548459     0.121972     0.054926     0.284444     0.154348
     2917.00     3.567398     3.549261     0.121762     0.054349     0.281221     0.151122
     2917.50     3.568798     3.550847     0.121334     0.053777     0.278060     0.147960
     2918.00     3.570198     3.551563     0.121376     0.053348     0.276254     0.145608
     2918.50     3.571598     3.553166     0.121014     0.052815     0.273530     0.142713
     2919.00     3.572998     3.553988     0.120837     0.052258     0.270642     0.139720
     2919.50     3.574398     3.555633     0.120405     0.051681     0.267602     0.136649
     2920.00     3.575798     3.556395     0.120235     0.051114     0.264710     0.133668
     2920.50     3.577198     3.557928     0.119818     0.050520     0.261616     0.130579
     2921.00     3.578598     3.559421     0.119420     0.049924     0.258564     0.127516
     2921.50     3.579998     3.560181     0.119246     0.049351     0.255740     0.124606
     2922.00     3.581398     3.561818     0.118835     0.048754     0.252765     0.121610
     2922.50     3.582798     3.562608     0.118650     0.048171     0.249929     0.118716
     2923.00     3.584198     3.564349     0.118238     0.047585     0.247154     0.115846
     2923.50     3.585598     3.565249     0.118032     0.046952     0.243987     0.112788
     2924.00     3.586998     3.566733     0.117611     0.046316     0.240894     0.109753
     2924.50     3.588398     3.567705     0.117460     0.045745     0.238368     0.107061
     2925.00     3.589798     3.569221     0.117074     0.045112     0.235441     0.104119
     2925.50     3.591198     3.570741     0.116662     0.044484     0.232558     0.101238
     2926.00     3.592598     3.571495     0.116469     0.043883     0.229935     0.098524
     2926.50     3.593998     3.572987     0.114760     0.044045     0.227831     0.099254
     2927.00     3.595398     3.573843     0.114528     0.043420     0.225028     0.096454
     2927.50     3.596798     3.575396     0.114132     0.042768     0.222155     0.093578
     2928.00     3.598198     3.576302     0.115459     0.041435     0.219741     0.087836
     2928.50     3.599598     3.577824     0.115112     0.040803     0.217206     0.085178
     2929.00     3.600998     3.578642     0.114932     0.040193     0.214843     0.082651
     2929.50     3.602398     3.580192     0.114599     0.039561     0.212466     0.080072
     2930.00     3.603798     3.581823     0.114299     0.038845     0.209757     0.077199
     2930.50     3.605198     3.582542     0.114119     0.038210     0.207326     0.074698
     2931.00     3.606598     3.584096     0.113725     0.037495     0.204555     0.071927
     2931.50     3.607998     3.584903     0.113564     0.036833     0.202091     0.069408
     2932.00     3.609398     3.586304     0.113240     0.036135     0.199540     0.066805
     2932.50     3.610798     3.587929     0.112915     0.035432     0.197123     0.064231
     2933.00     3.612198     3.588687     0.112762     0.034777     0.194846     0.061878
     2933.50     3.613598     3.590442     0.112437     0.034059     0.192431     0.059348
     2934.00     3.614998     3.591213     0.112250     0.033386     0.190167     0.057026
     2934.50     3.616398     3.592836     0.111997     0.032696     0.188213     0.054694
     2935.00     3.617798     3.593778     0.111923     0.032048     0.186237     0.052548
     2935.50     3.619198     3.595276     0.111599     0.031304     0.183950     0.050135
     2936.00     3.620598     3.596224     0.111407     0.030608     0.181815     0.047931
     2936.50     3.621998     3.597712     0.111113     0.029856     0.179630     0.045604
     2937.00     3.623398     3.599620     0.110876     0.029135     0.177854     0.043427
     2937.50     3.624798     3.600554     0.110675     0.028443     0.175835     0.041391
     2938.00     3.626198     3.602244     0.110330     0.027673     0.173746     0.039180
     2938.50     3.627598     3.603101     0.110520     0.027148     0.173378     0.037708
     2939.00     3.628998     3.604670     0.110237     0.026371     0.171379     0.035580
     2939.50     3.630398     3.605485     0.110035     0.025664     0.169517     0.033697
     2940.00     3.631798     3.607104     0.109699     0.024876     0.167530     0.031660
     2940.50     3.633198     3.607895     0.109519     0.024157     0.165794     0.029855
     2941.00     3.634598     3.609604     0.109233     0.023385     0.164050     0.027978
     2941.50     3.635998     3.611328     0.109452     0.022813     0.164311     0.026627
     2942.00     3.637398     3.612076     0.109321     0.022098     0.162802     0.024983
     2942.50     3.638798     3.613852     0.108993     0.021292     0.161195     0.023194
     2943.00     3.640198     3.614851     0.108794     0.020555     0.159618     0.021617
     2943.50     3.641598     3.616542     0.108531     0.019765     0.158255     0.019986
     2944.00     3.642998     3.617254     0.108499     0.019085     0.157333     0.018635
     2944.50     3.644398     3.618850     0.108472     0.018363     0.156835     0.017252
     2945.00     3.645798     3.619568     0.108281     0.017610     0.155448     0.015866
     2945.50     3.647198     3.621348     0.108146     0.016821     0.154728     0.014476
     2946.00     3.648598     3.622602     0.107951     0.016010     0.153785     0.013114
     2946.50     3.649998     3.623511     0.108067     0.015334     0.153637     0.012030
     2947.00     3.651398     3.624858     0.107953     0.014533     0.153026     0.010805
     2947.50     3.652798     3.625297     0.108452     0.013960     0.154282     0.009970
     2948.00     3.654198     3.626933     0.108937     0.013316     0.155673     0.009072
     2948.50     3.655598     3.627600     0.109019     0.012604     0.155601     0.008128
     2949.00     3.656998     3.628684     0.108766     0.011666     0.154803     0.006963
     2949.50     3.658398     3.628466     0.109501     0.011038     0.156994     0.006234
     2950.00     3.659798     3.629638     0.109702     0.010178     0.157828     0.005300
     2950.50     3.661198     3.630363     0.110005     0.009292     0.158914     0.004417
     2951.00     3.662598     3.631000     0.110020     0.008446     0.158823     0.003650
     2951.50     3.663998     3.631901     0.110371     0.007459     0.160189     0.002846
     2952.00     3.665398     3.632572     0.110280     0.006622     0.159744     0.002243
     2952.50     3.666798     3.632364     0.111071     0.005436     0.162898     0.001512
     2953.00     3.668198     3.632487     0.111262     0.004468     0.163668     0.001021
     2953.50     3.669598     3.636623     0.111141     0.002735     0.164418     0.000383
     2954.00     3.670998     3.640021     0.112062     0.000512     0.167982     0.000013
     2954.50     3.672398     3.640338     0.112382     0.000657     0.169479     0.000022
     2955.00     3.673798     3.640675     0.112739     0.001897     0.171223     0.000184
     2955.50     3.675198     3.640165     0.112816     0.002746     0.171808     0.000386
     2956.00     3.676598     3.639698     0.113151     0.003820     0.173473     0.000747
     2956.50     3.677998     3.639378     0.113271     0.004636     0.174265     0.001100
     2957.00     3.679398     3.638595     0.113400     0.005547     0.175276     0.001574
     2957.50     3.680798     3.637869     0.113611     0.006445     0.176597     0.002125
     2958.00     3.682198     3.636957     0.113797     0.007388     0.177961     0.002792
     2958.50     3.683598     3.566752     0.121627     0.006219     0.177160     0.001979
     2959.00     3.684998     3.565968     0.121560     0.005444     0.177304     0.001516
     2959.50     3.686398     3.565329     0.121350     0.004674     0.177078     0.001118
     2960.00     3.687798     3.564777     0.121150     0.003894     0.176839     0.000776
     2960.50     3.689198     3.564244     0.120924     0.003128     0.176629     0.000500
     2961.00     3.690598     3.640558     0.113859     0.014050     0.186315     0.010099
     2961.50     3.691998     3.823904     0.149232     0.041608     0.265391     0.088574
     2962.00     3.693398     3.840650     0.154713     0.043342     0.272928     0.096111
     2962.50     3.694798     3.843111     0.155776     0.044074     0.276198     0.099381
     2963.00     3.696198     3.853357     0.159558     0.045267     0.281654     0.104837
     2963.50     3.697598     3.870078     0.165410     0.046643     0.288038     0.111309
     2964.00     3.698998     3.886939     0.171427     0.047701     0.292468     0.116415
     2964.50     3.700398     3.886822     0.171215     0.047658     0.291182     0.116204
     2965.00     3.701798     3.886771     0.172009     0.047363     0.291593     0.114768
     2965.50     3.703198     3.886269     0.172544     0.047529     0.293174     0.115576
     2966.00     3.704598     3.886130     0.178953     0.041798     0.283191     0.089383
     2966.50     3.705998     3.885510     0.227751     0.006053     0.321565     0.001875
     2967.00     3.707398     3.808011     0.212312     0.010834     0.330997     0.006005
     2967.50     3.708798     3.806928     0.212126     0.011547     0.331813     0.006821
     2968.00     3.710198     3.742271     0.202219     0.017084     0.339865     0.014933
     2968.50     3.711598     3.700229     0.198289     0.020967     0.347365     0.022492
     2969.00     3.712998     3.690027     0.197508     0.022362     0.350142     0.025583
     2969.50     3.714398     3.674947     0.196657     0.024116     0.354019     0.029756
     2970.00     3.715798     3.663889     0.189492     0.025949     0.343261     0.034450
     2970.50     3.717198     3.653834     0.184139     0.027340     0.335765     0.038241
     2971.00     3.718598     3.644906     0.175551     0.028546     0.321172     0.041690
     2971.50     3.719998     3.642952     0.173399     0.029297     0.318985     0.043913
     2972.00     3.721398     3.642827     0.165561     0.030160     0.305733     0.046538
     2972.50     3.722798     3.636155     0.161138     0.030870     0.299344     0.048756
     2973.00     3.724198     3.634203     0.152554     0.031636     0.285413     0.051203
     2973.50     3.725598     3.631272     0.148996     0.032273     0.280947     0.053287
     2974.00     3.726998     3.631102     0.144379     0.033047     0.274999     0.055875
     2974.50     3.728398     3.631033     0.136100     0.033973     0.263649     0.059049
     2975.00     3.729798     3.631033     0.135029     0.034677     0.263891     0.061524
     2975.50     3.731198     3.631033     0.133971     0.035409     0.264561     0.064148
     2976.00     3.732598     3.632245     0.132107     0.036255     0.264058     0.067249
     2976.50     3.733998     3.632595     0.130519     0.037008     0.263707     0.070071
     2977.00     3.735398     3.632670     0.129986     0.037720     0.265296     0.072793
     2977.50     3.736798     3.632711     0.129343     0.038394     0.266378     0.075418
     2978.00     3.738198     3.633691     0.128623     0.039162     0.267806     0.078466
     2978.50     3.739598     3.634538     0.127893     0.039891     0.269090     0.081415
     2979.00     3.740998     3.635446     0.126800     0.040675     0.270203     0.084646
     2979.50     3.742398     3.636411     0.126023     0.041364     0.271258     0.087539
     2980.00     3.743798     3.636927     0.125620     0.042101     0.273507     0.090683
     2980.50     3.745198     3.637802     0.124860     0.042804     0.274855     0.093737
     2981.00     3.746598     3.638320     0.123847     0.043442     0.275387     0.096551
     2981.50     3.747998     3.638761     0.123560     0.044141     0.277829     0.099685
     2982.00     3.749398     3.639434     0.122774     0.044783     0.278941     0.102605
     2982.50     3.750798     3.639741     0.120799     0.045529     0.278691     0.106055
     2983.00     3.752198     3.640727     0.121226     0.046141     0.281915     0.108923
     2983.50     3.753598     3.640989     0.120873     0.046829     0.284364     0.112195
     2984.00     3.754998     3.641165     0.113933     0.047991     0.277947     0.117832
     2984.50     3.756398     3.642300     0.113523     0.048778     0.280841     0.121731
     2985.00     3.757798     3.643444     0.080588     0.055057     0.263214     0.155086
     2985.50     3.759198     3.644073     0.080097     0.055780     0.266007     0.159185
     2986.00     3.760598     3.644448     0.080131     0.056307     0.268551     0.162209
     2986.50     3.761998     3.645265     0.111686     0.051442     0.290076     0.135389
     2987.00     3.763398     3.645300     0.111671     0.052143     0.293738     0.139105
     2987.50     3.764798     3.647268     0.111204     0.052870     0.296442     0.143008
     2988.00     3.766198     3.648084     0.079432     0.059055     0.281336     0.178430
     2988.50     3.767598     3.649020     0.078428     0.059660     0.282772     0.182103
     2989.00     3.768998     3.649470     0.078465     0.060409     0.287135     0.186700
     2989.50     3.770398     3.649915     0.077838     0.061083     0.289962     0.190889
     2990.00     3.771798     3.650280     0.078179     0.061675     0.293938     0.194613
     2990.50     3.773198     3.650799     0.077541     0.062355     0.296824     0.198928
     2991.00     3.774598     3.651564     0.077598     0.062833     0.299450     0.201986
     2991.50     3.775998     3.652059     0.076985     0.063528     0.302566     0.206480
     2992.00     3.777398     3.652414     0.076870     0.064283     0.307238     0.211415
     2992.50     3.778798     3.653032     0.077192     0.065035     0.312475     0.216390
     2993.00     3.780198     3.653234     0.077025     0.065764     0.316972     0.221272
     2993.50     3.781598     3.653450     0.077214     0.066414     0.321476     0.225666
     2994.00     3.782998     3.653651     0.114563     0.061301     0.350320     0.192259
     2994.50     3.784398     3.653834     0.076995     0.067784     0.330298     0.235074
     2995.00     3.785798     3.654428     0.077003     0.068484     0.334990     0.239954
     2995.50     3.787198     3.654623     0.076451     0.069349     0.340022     0.246053
     2996.00     3.788598     3.654497     0.076189     0.070108     0.344984     0.251465
     2996.50     3.789998     3.654497     0.076117     0.070850     0.350131     0.256818
     2997.00     3.791398     3.654505     0.075863     0.071644     0.355437     0.262608
     2997.50     3.792798     3.655125     0.075694     0.072391     0.360460     0.268111
     2998.00     3.794198     3.655535     0.075486     0.072970     0.364182     0.272417
     2998.50     3.795598     3.655573     0.075490     0.073650     0.369141     0.277516
     2999.00     3.796998     3.657683     0.075582     0.074624     0.376091     0.284909
     2999.50     3.798398     3.658231     0.075528     0.075287     0.380861     0.289993
     3000.00     3.799798     3.658463     0.075624     0.075874     0.385410     0.294534
     3000.50     3.801198     3.658477     0.075659     0.076562     0.390726     0.299902
     3001.00     3.802598     3.659062     0.075549     0.077196     0.395312     0.304883
     3001.50     3.803998     3.659372     0.105081     0.072344     0.407771     0.267766
     3002.00     3.805398     3.660094     0.106084     0.072956     0.414079     0.272313
     3002.50     3.806798     3.660424     0.114711     0.073042     0.430801     0.272959
     3003.00     3.808198     3.661041     0.114693     0.073748     0.436042     0.278257
     3003.50     3.809598     3.661538     0.114811     0.074439     0.441508     0.283500
     3004.00     3.810998     3.661840     0.114774     0.075135     0.446758     0.288820
     3004.50     3.812398     3.662129     0.114781     0.075839     0.452199     0.294262
     3005.00     3.813798     3.662531     0.115089     0.076521     0.458102     0.299579
     3005.50     3.815198     3.662564     0.115057     0.077219     0.463524     0.305068
     3006.00     3.816598     3.662638     0.105666     0.078528     0.456264     0.315500
     3006.50     3.817998     3.663337     0.105710     0.079257     0.462167     0.321380
     3007.00     3.819398     3.664371     0.105784     0.079996     0.468254     0.327400
     3007.50     3.820798     3.663585     0.105562     0.080664     0.473424     0.332898
     3008.00     3.822198     3.663842     0.105378     0.081369     0.478938     0.338739
     3008.50     3.823598     3.663266     0.105310     0.082042     0.484464     0.344363
     3009.00     3.824998     3.663291     0.073864     0.088660     0.488069     0.402164
     3009.50     3.826398     3.663325     0.073458     0.089483     0.494829     0.409667
     3010.00     3.827798     3.663400     0.073497     0.090162     0.501066     0.415904
     3010.50     3.829198     3.663561     0.073498     0.090824     0.507132     0.422031
     3011.00     3.830598     3.664150     0.074080     0.091437     0.513593     0.427748
     3011.50     3.831998     3.664153     0.105352     0.086253     0.520717     0.380621
     3012.00     3.833398     3.666326     0.105431     0.087037     0.527613     0.387573
     3012.50     3.834798     3.666392     0.073770     0.093937     0.536002     0.451464
     3013.00     3.836198     3.666797     0.105435     0.088432     0.540130     0.400095
     3013.50     3.837598     3.666908     0.073841     0.095291     0.549101     0.464567
     3014.00     3.838998     3.667612     0.072395     0.096532     0.558555     0.476745
     3014.50     3.840398     3.667689     0.105110     0.090572     0.559043     0.419696
     3015.00     3.841798     3.667145     0.105567     0.091189     0.565690     0.425438
     3015.50     3.843198     3.667127     0.105039     0.091922     0.571597     0.432305
     3016.00     3.844598     3.667164     0.104937     0.092630     0.578082     0.438986
     3016.50     3.845998     3.666841     0.104951     0.093318     0.584687     0.445536
     3017.00     3.847398     3.666864     0.104914     0.094013     0.591251     0.452189
     3017.50     3.848798     3.666845     0.104915     0.094709     0.597971     0.458909
     3018.00     3.850198     3.666908     0.105064     0.095399     0.604973     0.465626
     3018.50     3.851598     3.666959     0.105074     0.096097     0.611825     0.472462
     3019.00     3.852998     3.667040     0.105637     0.096747     0.619294     0.478875
     3019.50     3.854398     3.667126     0.105639     0.097443     0.626213     0.485790
     3020.00     3.855798     3.667286     0.106754     0.098043     0.634297     0.491789
     3020.50     3.857198     3.667335     0.106756     0.098740     0.641319     0.498811
     3021.00     3.858598     3.667548     0.107633     0.099374     0.649371     0.505232
     3021.50     3.859998     3.667646     0.117503     0.099517     0.669855     0.506690
     3022.00     3.861398     3.668097     0.117496     0.100218     0.676996     0.513855
     3022.50     3.862798     3.668265     0.117494     0.100917     0.684184     0.521044
     3023.00     3.864198     3.668350     0.117493     0.101616     0.691428     0.528288
     3023.50     3.865598     3.668020     0.117484     0.102313     0.698695     0.535559
     3024.00     3.866998     3.668043     0.106716     0.103624     0.691751     0.549372
     3024.50     3.868398     3.668163     0.106715     0.104319     0.699147     0.556768
     3025.00     3.869798     3.667754     0.106693     0.105002     0.706448     0.564079
     3025.50     3.871198     3.662565     0.117392     0.105053     0.727728     0.564632
     3026.00     3.872598     3.667813     0.117459     0.105806     0.735856     0.572751
     3026.50     3.873998     3.667858     0.117491     0.106504     0.743506     0.580338
     3027.00     3.875398     3.667859     0.117491     0.107204     0.751157     0.587989
     3027.50     3.876798     3.667919     0.105373     0.108605     0.743319     0.603454
     3028.00     3.878198     3.668026     0.105373     0.109300     0.751071     0.611205
     3028.50     3.879598     3.668040     0.105376     0.109998     0.758907     0.619042
     3029.00     3.880998     3.668062     0.105331     0.110692     0.766641     0.626878
     3029.50     3.882398     3.668696     0.105391     0.111412     0.774882     0.635051
     3030.00     3.883798     3.668783     0.105021     0.112140     0.782521     0.643386
     3030.50     3.885198     3.668806     0.105080     0.112843     0.790730     0.651477
     3031.00     3.886598     3.669050     0.105094     0.113550     0.798913     0.659659
     3031.50     3.887998     3.669137     0.117462     0.113510     0.822293     0.659195
     3032.00     3.889398     3.669184     0.117487     0.114211     0.830506     0.667359
     3032.50     3.890798     3.669244     0.107412     0.115466     0.825770     0.682117
     3033.00     3.892198     3.669010     0.107559     0.116168     0.834421     0.690435
     3033.50     3.893598     3.669142     0.107749     0.116878     0.843288     0.698891
     3034.00     3.894998     3.669289     0.107822     0.117580     0.851866     0.707312
     3034.50     3.896398     3.669294     0.117989     0.117720     0.873190     0.709006
     3035.00     3.897798     3.669600     0.118168     0.118428     0.882092     0.717554
     3035.50     3.899198     3.669635     0.118283     0.119127     0.890817     0.726049
     3036.00     3.900598     3.669682     0.118293     0.119827     0.899398     0.734612
     3036.50     3.901998     3.669746     0.118395     0.120527     0.908212     0.743219
     3037.00     3.903398     3.669779     0.118459     0.121225     0.916966     0.751846
     3037.50     3.904798     3.670154     0.118526     0.121929     0.925854     0.760611
     3038.00     3.906198     3.670197     0.118527     0.122629     0.934607     0.769362
     3038.50     3.907598     3.670197     0.118554     0.123329     0.943478     0.778178
     3039.00     3.908998     3.670223     0.118524     0.124032     0.952312     0.787070
     3039.50     3.910398     3.669975     0.118558     0.124731     0.961286     0.795966
     3040.00     3.911798     3.669988     0.108141     0.126024     0.957735     0.812559
     3040.50     3.913198     3.669868     0.107052     0.126812     0.965872     0.822756
     3041.00     3.914598     3.670031     0.107061     0.127513     0.974998     0.831878
     3041.50     3.915998     3.670031     0.106246     0.128284     0.983532     0.841962
     3042.00     3.917398     3.669833     0.097168     0.130004     0.989309     0.864689
     3042.50     3.918798     3.669728     0.097145     0.130692     0.998436     0.873869
     3043.00     3.920198     3.554332     0.095580     0.117644     0.832657     0.708090
     3043.50     3.921598     3.548947     0.095800     0.117336     0.828873     0.704384
