========================================================================================================================
ПАРАМЕТРЫ СВЯЗИ И МАГНОНОВ ДЛЯ КАЖДОГО ЗНАЧЕНИЯ МАГНИТНОГО ПОЛЯ
========================================================================================================================

    Поле (Э)    ω_m (ГГц)     ω_m_эксп      J (ГГц)      Γ (ГГц)      α (ГГц)      γ (ГГц)
     2899.50     3.502143     3.502143     0.047402     0.041396     0.033073     0.033594
     2901.00     3.505939     3.505939     0.048373     0.042469     0.031734     0.035358
     2902.00     3.508469     3.508469     0.048463     0.043769     0.034540     0.037556
     2904.50     3.514796     3.514796     0.044248     0.042398     0.046393     0.035240
     2906.00     3.518592     3.518592     0.044683     0.041549     0.043394     0.033843
     2907.50     3.522388     3.522388     0.045287     0.043215     0.040958     0.036611
     2908.00     3.523653     3.523653     0.044874     0.041638     0.035660     0.033988
     2908.50     3.524918     3.524918     0.044686     0.039338     0.032563     0.030336
     2911.50     3.532510     3.532510     0.044421     0.041176     0.038160     0.033238
     2915.50     3.542633     3.542633     0.040916     0.040355     0.044836     0.031925
     2917.50     3.547694     3.547694     0.042163     0.040006     0.035985     0.031377
     2920.00     3.554020     3.554020     0.038928     0.037706     0.041891     0.027872
     2921.00     3.556551     3.556551     0.038934     0.036470     0.037567     0.026074
     2921.50     3.557816     3.557816     0.039836     0.034879     0.026575     0.023850
     2922.50     3.560347     3.560347     0.041268     0.034859     0.021297     0.023822
     2924.00     3.564143     3.564143     0.041520     0.036048     0.025360     0.025475
     2927.50     3.573000     3.573000     0.037907     0.037905     0.045791     0.028167
     2929.00     3.576796     3.576796     0.033723     0.033007     0.044984     0.021358
     2930.00     3.579327     3.579327     0.033028     0.031165     0.043148     0.019041
     2932.50     3.585653     3.585653     0.034811     0.035421     0.040836     0.024596
     2935.00     3.591980     3.591980     0.036684     0.033815     0.023990     0.022416
     2935.50     3.593245     3.593245     0.037239     0.034013     0.023121     0.022680
     2936.00     3.594510     3.594510     0.037066     0.034160     0.023168     0.022877
     2936.50     3.595776     3.595776     0.036098     0.033017     0.024170     0.021371
     2937.00     3.597041     3.597041     0.034479     0.033034     0.032803     0.021393
     2939.50     3.603367     3.603367     0.030005     0.043164     0.071755     0.036524
     2940.00     3.604633     3.604633     0.031765     0.037843     0.049026     0.028075
     2941.50     3.608429     3.608429     0.032484     0.034643     0.033515     0.023527
     2942.50     3.610959     3.610959     0.032148     0.034254     0.032313     0.023002
     2943.50     3.613490     3.613490     0.031094     0.034438     0.038175     0.023249
     2944.50     3.616020     3.616020     0.030574     0.034346     0.038100     0.023126
     2945.00     3.617286     3.617286     0.030471     0.034248     0.036519     0.022995
     2948.00     3.624878     3.624878     0.030742     0.030971     0.024414     0.018805
     2948.50     3.626143     3.626143     0.030973     0.027676     0.016264     0.015016
     2949.50     3.628673     3.628673     0.030836     0.026762     0.014792     0.014040
     2950.00     3.629939     3.629939     0.030536     0.026651     0.015594     0.013924
     2957.00     3.647653     3.647653     0.022201     0.030787     0.043972     0.018582
     2958.50     3.651449     3.651449     0.019428     0.024192     0.043661     0.011473
     2959.50     3.653980     3.653980     0.019438     0.024872     0.040280     0.012127
     2966.50     3.671694     3.671694     0.030865     0.036379     0.058152     0.025945
     2967.50     3.674224     3.674224     0.021153     0.009191     0.009240     0.001656
     2969.00     3.678020     3.678020     0.017381     0.010792     0.013390     0.002283
     2970.00     3.680551     3.680551     0.016457     0.009925     0.021081     0.001931
     2982.00     3.710918     3.710918     0.004619     0.023643     0.023377     0.010959
     2982.50     3.712184     3.712184     0.004933     0.022681     0.021190     0.010085
     2983.00     3.713449     3.713449     0.005216     0.021744     0.018938     0.009269
     2983.50     3.714714     3.714714     0.004656     0.024980     0.025480     0.012233
     2984.00     3.715980     3.715980     0.004569     0.025180     0.025533     0.012430
     2984.50     3.717245     3.717245     0.005020     0.024329     0.023414     0.011604
     2985.00     3.718510     3.718510     0.005559     0.024110     0.022572     0.011396
     2985.50     3.719776     3.719776     0.004025     0.029441     0.034912     0.016992
     2986.00     3.721041     3.721041     0.004290     0.029567     0.035061     0.017138
     2986.50     3.722306     3.722306     0.003778     0.031778     0.040516     0.019796
     2987.00     3.723571     3.723571     0.004073     0.032051     0.040956     0.020138
     2987.50     3.724837     3.724837     0.004551     0.030603     0.036400     0.018360
     2988.00     3.726102     3.726102     0.005458     0.029359     0.032673     0.016898
     2988.50     3.727367     3.727367     0.005023     0.031232     0.037401     0.019122
     2990.00     3.731163     3.731163     0.005999     0.032796     0.040727     0.021085
     2990.50     3.732429     3.732429     0.006425     0.032693     0.039907     0.020953
     2991.00     3.733694     3.733694     0.006001     0.034056     0.043392     0.022737
     2991.50     3.734959     3.734959     0.007170     0.032902     0.039094     0.021222
     2992.00     3.736224     3.736224     0.006369     0.035199     0.045758     0.024288
     2992.50     3.737490     3.737490     0.008347     0.032081     0.035473     0.020176
     2993.00     3.738755     3.738755     0.008616     0.033525     0.039416     0.022033
     2994.00     3.741286     3.741286     0.009412     0.033473     0.037999     0.021966
     2994.50     3.742551     3.742551     0.008964     0.034711     0.041171     0.023619
     2995.00     3.743816     3.743816     0.009995     0.033973     0.038348     0.022626
     2996.00     3.746347     3.746347     0.009967     0.035854     0.043559     0.025201
     2996.50     3.747612     3.747612     0.010791     0.034907     0.039358     0.023888
     2997.00     3.748878     3.748878     0.011013     0.035579     0.041258     0.024816
     2997.50     3.750143     3.750143     0.010938     0.037050     0.046119     0.026910
     2998.50     3.752673     3.752673     0.011908     0.036654     0.043367     0.026339
     2999.00     3.753939     3.753939     0.013079     0.035210     0.037305     0.024304
     2999.50     3.755204     3.755204     0.013490     0.035379     0.037225     0.024537
     3000.00     3.756469     3.756469     0.013331     0.036303     0.039835     0.025837
     3000.50     3.757735     3.757735     0.013091     0.037904     0.045496     0.028165
     3001.00     3.759000     3.759000     0.013382     0.037886     0.044600     0.028139
     3001.50     3.760265     3.760265     0.014048     0.037713     0.043384     0.027882
     3002.00     3.761531     3.761531     0.015284     0.036486     0.037524     0.026097
     3002.50     3.762796     3.762796     0.014851     0.037738     0.041951     0.027920
     3003.00     3.764061     3.764061     0.014854     0.038781     0.045657     0.029484
     3006.00     3.771653     3.771653     0.067910     0.034838     0.138254     0.023793
     3010.00     3.781776     3.781776     0.019577     0.040228     0.043171     0.031725
     3010.50     3.783041     3.783041     0.019734     0.040265     0.042028     0.031784
     3011.00     3.784306     3.784306     0.020669     0.040182     0.040053     0.031653
     3011.50     3.785571     3.785571     0.019924     0.041817     0.046862     0.034280
     3012.00     3.786837     3.786837     0.020122     0.041972     0.047596     0.034535
     3012.50     3.788102     3.788102     0.020860     0.041149     0.042262     0.033194
     3013.00     3.789367     3.789367     0.021335     0.041325     0.042726     0.033479
     3013.50     3.790633     3.790633     0.021985     0.040433     0.037688     0.032049
     3014.00     3.791898     3.791898     0.022215     0.041161     0.040091     0.033213
     3014.50     3.793163     3.793163     0.023030     0.040452     0.036871     0.032079
     3015.00     3.794429     3.794429     0.022875     0.041068     0.038770     0.033064
     3015.50     3.795694     3.795694     0.023227     0.041209     0.038863     0.033290
     3016.00     3.796959     3.796959     0.023564     0.041487     0.038332     0.033741
     3016.50     3.798224     3.798224     0.023872     0.041758     0.039189     0.034184
     3017.00     3.799490     3.799490     0.024077     0.041885     0.038685     0.034392
     3017.50     3.800755     3.800755     0.024225     0.041939     0.039605     0.034482
     3018.00     3.802020     3.802020     0.024039     0.042563     0.041539     0.035515
     3018.50     3.803286     3.803286     0.024887     0.042141     0.038785     0.034813
     3019.50     3.805816     3.805816     0.024857     0.043453     0.043032     0.037016
     3020.00     3.807082     3.807082     0.025938     0.042223     0.036614     0.034950
     3020.50     3.808347     3.808347     0.025387     0.043281     0.041441     0.036723
     3021.00     3.809612     3.809612     0.026527     0.042545     0.037014     0.035485
     3021.50     3.810878     3.810878     0.026428     0.043396     0.039112     0.036919
     3022.00     3.812143     3.812143     0.026941     0.043447     0.039331     0.037006
     3024.00     3.817204     3.817204     0.027756     0.043739     0.037719     0.037504
     3024.50     3.818469     3.818469     0.027950     0.044180     0.040730     0.038265
     3025.00     3.819735     3.819735     0.028420     0.043876     0.037319     0.037740
     3025.50     3.821000     3.821000     0.028918     0.044244     0.037982     0.038376
     3027.50     3.826061     3.826061     0.029285     0.045524     0.041351     0.040629
     3028.00     3.827327     3.827327     0.029709     0.045595     0.041650     0.040755
     3028.50     3.828592     3.828592     0.030358     0.045434     0.038262     0.040468
     3029.00     3.829857     3.829857     0.030132     0.046284     0.042770     0.041997
     3031.00     3.834918     3.834918     0.030778     0.046406     0.042224     0.042219
     3031.50     3.836184     3.836184     0.031254     0.046122     0.038765     0.041703
     3032.00     3.837449     3.837449     0.030940     0.047168     0.045701     0.043616
     3032.50     3.838714     3.838714     0.031552     0.046433     0.042956     0.042266
     3034.50     3.843776     3.843776     0.032014     0.047479     0.045438     0.044193
     3041.00     3.860224     3.860224     0.035519     0.049742     0.044707     0.048506
     3041.50     3.861490     3.861490     0.036170     0.049601     0.044372     0.048230
     3042.00     3.862755     3.862755     0.036219     0.049774     0.043541     0.048567
     3045.50     3.871612     3.871612     0.037137     0.049954     0.045021     0.048919
     3046.00     3.872878     3.872878     0.038013     0.048744     0.039152     0.046578
     3046.50     3.874143     3.874143     0.037793     0.048328     0.038780     0.045788
     3047.00     3.875408     3.875408     0.038179     0.049115     0.041554     0.047290
     3049.00     3.880469     3.880469     0.040600     0.049652     0.034185     0.048331
     3049.50     3.881735     3.881735     0.040436     0.050389     0.038927     0.049776
     3050.00     3.883000     3.883000     0.040960     0.050072     0.035561     0.049151
